name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
ive-always-liked-you,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            This is the last time I’m going to practice… 
 
Natsuki Enomoto, a third-year student at Sakuragaoka High School, has feelings of unrequited love for her childhood friend, Yu Setoguchi. 
 
Unable to be true to her own feelings, Natsuki tells Yu that she is merely using him as a stand-in to practice confessing her love to. 
 
As Natsuki continues to pretend not having any feelings for Yu, her classmate Koyuki Ayase asks her out on a date. 
 
Will Natsuki ever be able to stop “practicing” and actually confess her love to Yu?
          ",Aniplex of America::zutto mae kara suki deshita,1,4,1,4,4,9,22
idol-incidents,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            The story is set in a parallel Japan very similar to the modern Japan we known today. Japan's government can do nothing about the abundant problems and discontent throughout the land. Now, at long last, idols are taking a stand to rescue a nation with no way out! The Heroine Party, the Sunlight Party, the Starlight Party, the Bishoujo Party, the Wakaba Party, the Subculture New Party, and the SOS Party: idols from these seven idol political parties who have become Diet members representing each prefecture will crash through the sense of stagnation that surrounds Japan!
          ",Mages Inc::crunchyroll co-production::idol jihen,12,3.5,0,2,1,3,1
idolish7,THE IDOLM@STER Side M::Caligula::Starmyu Season 2::MARGINAL #4 the Animation,"
            A group of aspiring idols gather at Takanashi Productions and are entrusted with the company's future. The seven men who have just met represent a variety of totally different personalities. However, they each have their own charm and possess unknown potential as idols. Forming a group, they take their first step together as ""IDOLiSH7."" Their brilliantly shining dancing forms onstage eventually begin captivating the hearts of the people. In the glorious but sometimes harsh world of idols, they aim for the top with dreams in their hearts!
          ",Bandai Visual::shoujo,17,5,0,1,0,2,36
ikemen-sengoku-bromances-across-time,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            My name is Sasuke.  
 
I was a college student, but one day I fell into a time slip back to the Sengoku Period.  
What's more is that this Sengoku Period is nothing like what I learned about in the history books... 
The much anticipated anime version of the popular romance game ""Ikémen Sengoku""! 
 
A high-tension Sengoku comedy interlaced with adorable generals.
          ","TMS Entertainment Co., Ltd.::toki wo kakeru ga koi wa hajimaranai",12,5,0,0,0,0,7
in-another-world-with-my-smartphone,Dog Days::Mob Psycho 100::TRINITY SEVEN::Akashic Records of Bastard Magic Instructor,"
            After dying as a result of God's mistake, the main character finds himself in a parallel world, where he begins his second life. His only possessions are the body that God gave back to him and a smartphone that works even in this new world. As he meets all kinds of new people and forges new friendships, he ends up learning the secret to this world. He inherits the legacy of an ancient civilization and works together with the kings of some very laid-back countries on his carefree travels through this new world.
          ",TV TOKYO::in another world with my smartphone::isesuma::action::adventure::fantasy::comedy::shounen::ecchi::vf,60,3.5,83,54,51,82,180
inferno-cop,World Trigger::Taboo Tattoo::JoJo's Bizarre Adventure::Eyeshield 21,"
          Inferno Cop vs. THE WORLD. The unholy officer's flame of justice burns!
        ",CoMixWave Films::action::shounen::comedy::science fiction,26,4.5,2,3,4,6,35
infinite-stratos,DARLING in the FRANXX::MOBILE SUIT GUNDAM UNICORN RE:0096::Fafner Exodus::Walkure Romanze,"
            Girls from all over the world gather at IS Academy to learn how to become IS pilots. However, since the protagonist, Orimura Ichika, can somehow pilot the IS even though he is male, he was forced to attend IS Academy as well. As the only male in this school attended by girls of all shapes and sizes from around the world, including his childhood friend and kendo buddy, Houki, tempestuous action battles and romantic encounters await him.
          ",TBS::infinite stratos::romance::harem::mecha::action,13,3.5,9,20,14,18,40
interlude,Gatchaman Crowds::Kemono Friends::Galilei Donna::Sherlock Hound,"
            High school student, Naoya Aizawa is having a normal day with his long time friend, Tama. But on his way to school, every person in the train station suddenly disappears….except for one girl.
          ",Toei Animation::anime::adventure::mystery::science fiction,3,4,3,5,11,24,44
interviews-with-monster-girls,Natsume Yujin-cho 4::ReLIFE::A Centaur's Life::Yamada-kun and the Seven Witches,"
            Succubi, dullahans, snow women and vampires... We're a little different from humans and called ""demi-humans."" Lately, we've been called ""demis."" 
 
This is a stimulating and heartful school demi-human comedy featuring those very unique ""demis"" and a high school teacher named Takahashi Tetsuo, who's highly interested in learning more about their daily lives and habits.
          ",Kodansha Ltd.::demi-chan wa kataritai::demichan::comedy::drama::slice of life::fantasy::seinen,39,4.5,1,1,7,25,104
inu-x-boku-secret-service,REBORN!::BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online,"
            In the heavily guarded building known as, ‘Ayakashi Kan,’ only those who have undergone a strict review can reside there while being accompanied by a Secret Service agent (SS).
          ",Aniplex of America::anime::inu to boku ss::inu x boku secret service::inu boku secret service::cocoa fujiwara::ririchiyo shirakiin::sōshi miketsukami::tomokazu sugita::youko x boku,12,4.5,11,13,54,178,1207
inugami-san-to-nekoyama-san,Love Stage!!::Magic-Kyun! Renaissance::Blue Spring Ride::Kamigami no Asobi,"
            The series follows two high school girls; Yachiyo Inugami, a dog-like girl who loves cats, and Suzu Nekoyama, a cat-like girl who loves dogs, and the strange relationship their respective habits form.
          ",Seven::yuri::shoujo ai::romance::shoujo,12,4.5,0,1,3,9,12
invaders-of-the-rokujyoma,"Listen to Me, Girls, I’m Your Father!::Seitokai No Ichizon - Student Councils Discretion::Aooni The Blue Monster::Cheating Craft","
            Kotaro Satomi is a needy student who started living away from home at the start of high school. he finds a bargain accommodation - only 5,000 yen for a six-tatami mat room. But the room, ""Korona-So room 106,"" is targeted! For various reasons, adorable invaders descend upon Kotaro one after another as soon as he moves in. Each with their own ulterior motives, the battle commences between Kotaro and the girls in a tiny six-tatami mat room.
          ",Showgate::harem::comedy::rokujouma no shinryakusha,12,4.5,0,1,3,15,26
investor-z-motion-manga,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Zaizen Takashi passes his entrance exams as the top of the heap at Dojuku Gakuen, a 130-year old super-advanced institute of higher education. The day after the entrance ceremony, ""the secret"" of the school is revealed to him, which concerns the existence of an ""investment club,"" consisting only of the top student. Young man! Learn how to invest and earn lots of money! The stock investments story about Zaizen from investment club begins.
          ",Shift-One,8,4.5,0,0,0,1,2
is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Based off of a light novel of the same name written by Fujino Omori and illustrated by Suzuhito Yasuda, Is It Wrong to Try and Pick Up Girls in a Dungeon? is set in the world of Orario, where adventurers band together and look for treasures in an underground labyrinth known as Dungeon. However, for Bell Cranel, fame and riches are secondary to what he wants to find the most: girls. He soon finds out though, that anything can happen in Dungeon, and winds up being the damsel in distress instead!
          ",Showgate::dungeon ni deai wo motomeru no wa machigatteiru darou ka::danmachi,13,4.5,19,15,34,83,651
is-the-order-a-rabbit,Minami Kamakura High School Girls Cycling Club::Piacevole::Angel's 3Piece!::Tanaka-kun is Always Listless,"
            Kokoa arrives in a new town in spring to start high school. She gets lost and pops into a coffee shop called ""Rabbit House"", which turns out to be where she will live. All the characters are so cute - tiny but cool Chino, soldierly Lize, gentle and Japanese Chiyo, sophisticated but down-to-earth Sharo. They are joined by Chino's class mates Maya and Megu, and a regular at the shop, Mr. Blue-Mountain Aoyama. Everything is so cute every day at Rabbit House!
          ",Showgate::moe::slice of life::gochuumon wa usagi desu ka,25,4.5,0,0,4,14,62
isekai-izakaya-japanese-food-from-another-world,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Izakaya “Nobu” is a modest establishment, staffed by only two people: master, Nobuyuki Yazawa, and server, Shinobu Senke. 
 
Despite its humble appearance, its entrance is mysteriously connected to an ancient city from another world: “Aitheria.” Nobu’s patrons consist of lazy palace guards, incognito clergymen, and the Waterworks Guildmaster - not your average clientele! 
 
But once they enter Nobu’s doors, they are greeted with the finest alcohol and dishes the likes of which they’ve never seen. The patrons leave their troubles at the door as they call, “Give me a cold ale, master!”
          ",Bandai Namco Right Marketing::isekai izakaya nobu,24,4.5,2,3,5,4,26
island,GLASSLIP::MY love  STORY!!::Tsukigakirei::Kokoro Connect,"
            The island of Urashima sits on the ocean far, far away from the mainland. The island is so lush and beautiful that one might mistake it for paradise, but the people there are trapped by a complex past and long-established traditions. Long since abandoned and all but forgotten by the mainland, the people of the island are ready to give up hope. But then, a young man named Setsuna who calls himself a ""time traveler"" washes up on the island. Setsuna has lost all of his memories except for a certain mission that he must fulfill. On Urashima he meets three girls, Rinne, Karen, and Sara, and begins.
          ",Frontwing::drama::sci-fi::slice of life,24,3.5,11,9,13,7,21
isuca,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Shinichiro Asano is a penniless high school student who decides to look for a job in order to pay his rent. His teacher suggests that he find work doing housekeeping. While working for the Shimazu family, he meets Sakuya, a beautiful girl who comes off as a bit crude and selfish. But Sakuya is also the 37th head of the Shimazu family and works as an exorcist, capturing and eliminating unwanted creatures. One day, Shinichiro accidentally frees one of these creatures and they must cooperate to recapture it.
          ",Kadokawa Pictures Inc.,10,3,9,17,11,9,9
ixion-saga-dt,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
          The protagonist, Hokaze Kon, is sent to another world called Mira, the home of a mysterious energy known as Alma.
        ",TV TOKYO,26,4,18,6,8,16,53
